83, 144.5
83, 137
159, 80
159, 198.595
236, 250
236, 28
312, 27
312, 222.817
388, 272.6
388, 28
460, 27
460, 244.207
530, 212.259
530, 26
601, 28
601, 182.148
602, 28
602, 165
646, 53.1111
646, 48
602, 165
602, 199
663, 245
663, 219
723, 251
723, 258.439
662, 324
662, 244.82
602, 199
602, 355
601, 182.148
601, 356
530, 397
530, 212.259
460, 244.207
460, 434
389, 469
389, 277.5
319, 461
319, 464
388, 283.336
388, 273
312, 222.817
312, 251
235, 324
235, 249.516
159, 198.595
159, 270
83, 152
83, 144.5
