Date,Depth,Lat,Lon
2020-02-10 12:24:30, -23.9, 34.03967401602731, -81.23628717258676
2020-02-10 12:24:31, -24.0, 34.03969645064976, -81.23628717258676
2020-02-10 12:24:32, -24.1, 34.03971140706138, -81.23628717258676
2020-02-10 12:24:33, -24.3, 34.03972636347035, -81.23627818978741
2020-02-10 12:24:34, -24.4, 34.039741319876676, -81.23626920698807
2020-02-10 12:24:35, -24.6, 34.039763754481136, -81.23626022418874
2020-02-10 12:24:36, -24.7, 34.03977871088078, -81.2362512413894
2020-02-10 12:24:37, -24.9, 34.03979366727777, -81.23624225859005
2020-02-10 12:24:38, -24.9, 34.039808623672094, -81.23622429299138
2020-02-10 12:24:39, -25.2, 34.03981610186828, -81.23620632739271
2020-02-10 12:24:40, -25.0, 34.039823580063754, -81.23618836179402
2020-02-10 12:24:41, -25.2, 34.039823580063754, -81.236161413396
2020-02-10 12:24:42, -25.2, 34.039823580063754, -81.23614344779733
2020-02-10 12:24:43, -25.4, 34.039823580063754, -81.23612548219864
2020-02-10 12:24:44, -25.2, 34.03981610186828, -81.23610751659996
2020-02-10 12:24:45, -25.3, 34.039808623672094, -81.23608056820194
2020-02-10 12:24:46, -25.2, 34.03980114547526, -81.23606260260327
2020-02-10 12:24:47, -25.2, 34.039786189079614, -81.2360446370046
2020-02-10 12:24:48, -25.1, 34.03977871088078, -81.23602667140591
2020-02-10 12:24:49, -25.4, 34.039763754481136, -81.23601768860658
2020-02-10 12:24:50, -25.4, 34.039741319876676, -81.23600870580724
2020-02-10 12:24:51, -25.4, 34.03972636347035, -81.23600870580724
2020-02-10 12:24:52, -25.3, 34.03971140706138, -81.23600870580724
2020-02-10 12:24:53, -25.3, 34.03969645064976, -81.23601768860658
2020-02-10 12:24:54, -24.7, 34.03967401602731, -81.23601768860658
2020-02-10 12:24:55, -24.3, 34.03965905960904, -81.23603565420525
2020-02-10 12:24:56, -24.1, 34.03964410318809, -81.2360446370046
2020-02-10 12:24:57, -23.9, 34.03963662497662, -81.23606260260327
2020-02-10 12:24:58, -23.8, 34.039621668551675, -81.23608056820194
2020-02-10 12:24:59, -23.6, 34.03960671212407, -81.23608955100129
2020-02-10 12:25:00, -23.5, 34.03959175569381, -81.23610751659996
2020-02-10 12:25:01, -23.3, 34.03959175569381, -81.23612548219864
2020-02-10 12:25:02, -23.1, 34.0395842774777, -81.23615243059666
2020-02-10 12:25:03, -23.1, 34.0395842774777, -81.23617039619535
2020-02-10 12:25:04, -23.0, 34.0395842774777, -81.23618836179402
2020-02-10 12:25:05, -23.2, 34.0395842774777, -81.23621531019204
2020-02-10 12:25:06, -23.2, 34.0395842774777, -81.23624225859005
2020-02-10 12:25:07, -23.2, 34.0395842774777, -81.23626022418874
2020-02-10 12:25:08, -23.4, 34.03959175569381, -81.23627818978741
2020-02-10 12:25:09, -23.5, 34.03959923390928, -81.2362961553861
2020-02-10 12:25:10, -23.7, 34.03960671212407, -81.23631412098477
2020-02-10 12:25:11, -23.7, 34.039614190338206, -81.23633208658346
2020-02-10 12:25:12, -23.9, 34.03962914676448, -81.23635005218213
2020-02-10 12:25:13, -24.1, 34.03964410318809, -81.23635903498148
2020-02-10 12:25:14, -24.3, 34.03965905960904, -81.23637700058015
2020-02-10 12:25:15, -24.4, 34.039666537818505, -81.23638598337949
2020-02-10 12:25:16, -24.8, 34.03968897244294, -81.23639496617882
2020-02-10 12:25:17, -24.9, 34.0397039288559, -81.23640394897816
2020-02-10 12:25:18, -25.1, 34.03971888526622, -81.23640394897816
2020-02-10 12:25:19, -25.3, 34.039741319876676, -81.23641293177751
2020-02-10 12:25:20, -25.4, 34.0397562762803, -81.23640394897816
2020-02-10 12:25:21, -25.6, 34.03977871088078, -81.23640394897816
2020-02-10 12:25:22, -25.7, 34.03979366727777, -81.23640394897816
2020-02-10 12:25:23, -25.8, 34.039808623672094, -81.23639496617882
2020-02-10 12:25:24, -25.9, 34.03983105825859, -81.23638598337949
2020-02-10 12:25:25, -26.0, 34.03984601464629, -81.23637700058015
2020-02-10 12:25:26, -26.1, 34.0398609710313, -81.23635903498148
2020-02-10 12:25:27, -26.1, 34.03987592741364, -81.23635005218213
2020-02-10 12:25:28, -26.3, 34.039883405603824, -81.23632310378412
2020-02-10 12:25:29, -26.3, 34.03989836198218, -81.23631412098477
2020-02-10 12:25:30, -26.2, 34.03990584017037, -81.2362961553861
2020-02-10 12:25:31, -26.3, 34.03991331835787, -81.23626920698807
2020-02-10 12:25:32, -26.1, 34.039920796544735, -81.2362512413894
2020-02-10 12:25:33, -26.2, 34.03992827473091, -81.23622429299138
2020-02-10 12:25:34, -26.2, 34.03992827473091, -81.23620632739271
2020-02-10 12:25:35, -26.2, 34.03993575291644, -81.23618836179402
2020-02-10 12:25:36, -26.2, 34.03992827473091, -81.236161413396
2020-02-10 12:25:37, -26.2, 34.03992827473091, -81.23614344779733
2020-02-10 12:25:38, -26.2, 34.03992827473091, -81.2361164993993
2020-02-10 12:25:39, -26.2, 34.039920796544735, -81.23609853380063
2020-02-10 12:25:40, -26.2, 34.03991331835787, -81.23607158540261
2020-02-10 12:25:41, -26.4, 34.03991331835787, -81.23605361980393
2020-02-10 12:25:42, -26.5, 34.03990584017037, -81.23603565420525
2020-02-10 12:25:43, -26.8, 34.039890883793326, -81.23600870580724
2020-02-10 12:25:44, -26.8, 34.039883405603824, -81.2359997230079
2020-02-10 12:25:45, -27.0, 34.03986844922281, -81.23598175740922
2020-02-10 12:25:46, -27.1, 34.03985349283912, -81.23597277460988
