latitude,longitude,name,color
33.9652359191,-81.0376143846,,#FFF00
33.9657300198,-81.037784639,,#FFF00
33.9662241205,-81.0379974568,,#FFF00
33.966788807,-81.0382954019,,#FFF00
33.9673534935,-81.0386359105,,#FFF00
33.9679181799,-81.0389764192,,#FFF00
33.9684828664,-81.0395297457,,#FFF00
33.96901226,-81.0398702543,,#FFF00
33.9695063607,-81.0403384537,,#FFF00
33.9699651685,-81.0407640895,,#FFF00
33.9704592691,-81.0411897253,,#FFF00
33.9709533698,-81.0415727975,,#FFF00
33.9714121776,-81.0419558697,,#FFF00
33.9718709854,-81.0423389419,,#FFF00
33.972365086,-81.0428922684,,#FFF00
33.9728944796,-81.0433179042,,#FFF00
33.9734238732,-81.0439137943,,#FFF00
33.9740591455,-81.0444671209,,#FFF00
33.9745885391,-81.0450204474,,#FFF00
33.9747650036,-81.0447650659,,#FFF00
33.9742003171,-81.0442117394,,#FFF00
33.9735650448,-81.0437009764,,#FFF00
33.9730003583,-81.0431050863,,#FFF00
33.9724709647,-81.0426794506,,#FFF00
33.972012157,-81.0421686876,,#FFF00
33.9715180563,-81.0417430518,,#FFF00
33.9710945414,-81.0413599796,,#FFF00
33.9706004408,-81.0409343438,,#FFF00
33.9701063401,-81.040508708,,#FFF00
33.9696475323,-81.0400830722,,#FFF00
33.9691534316,-81.0396148729,,#FFF00
33.968624038,-81.0392318006,,#FFF00
33.9680240587,-81.0386784741,,#FFF00
33.9674946651,-81.0383379655,,#FFF00
33.9668240999,-81.0379974568,,#FFF00
33.9662947063,-81.0377420754,,#FFF00
33.9658006056,-81.0375292575,,#FFF00
33.9653065049,-81.0373590032,,#FFF00
33.9653417978,-81.0371036217,,#FFF00
33.9658711914,-81.037273876,,#FFF00
33.9663299992,-81.0375292575,,#FFF00
33.9668946857,-81.0376995118,,#FFF00
33.9676005438,-81.0380400204,,#FFF00
33.9681652303,-81.0383805291,,#FFF00
33.9687652097,-81.0389764192,,#FFF00
33.9692946033,-81.0393594914,,#FFF00
33.9697887039,-81.0398276907,,#FFF00
33.9702828046,-81.0402533265,,#FFF00
33.9707416124,-81.0406789623,,#FFF00
33.9712357131,-81.0411471617,,#FFF00
33.971623935,-81.0415302339,,#FFF00
33.9721180357,-81.0419984333,,#FFF00
33.9726121364,-81.0424666327,,#FFF00
33.9731415299,-81.0428922684,,#FFF00
33.9737415093,-81.0434881586,,#FFF00
33.9743414887,-81.0439563579,,#FFF00
33.9749061752,-81.0445096845,,#FFF00
33.9750826397,-81.044254303,,#FFF00
33.9744826604,-81.0437009764,,#FFF00
33.973882681,-81.0432753407,,#FFF00
33.9732474087,-81.0426794506,,#FFF00
33.9727180151,-81.0422963783,,#FFF00
33.9722592073,-81.041828179,,#FFF00
33.9717651066,-81.041317416,,#FFF00
33.9713768847,-81.0409343438,,#FFF00
33.970882784,-81.0404661444,,#FFF00
33.9704239762,-81.0400405086,,#FFF00
33.9699298755,-81.0395723093,,#FFF00
33.9694710678,-81.0391041099,,#FFF00
33.9689416742,-81.0386784741,,#FFF00
33.968271109,-81.038082584,,#FFF00
33.9677417154,-81.037784639,,#FFF00
33.9669299786,-81.0374441303,,#FFF00
33.966400585,-81.037273876,,#FFF00
33.9659417772,-81.0370610581,,#FFF00
33.9654123836,-81.0368908038,,#FFF00
33.9654829695,-81.0366354223,,#FFF00
33.966012363,-81.0368056766,,#FFF00
33.9664711708,-81.0370610581,,#FFF00
33.9670005644,-81.0371461853,,#FFF00
33.967882887,-81.0374866939,,#FFF00
33.9684122806,-81.037784639,,#FFF00
33.9690828458,-81.0384230926,,#FFF00
33.9696122394,-81.0388487284,,#FFF00
33.9700710472,-81.0393169278,,#FFF00
33.9706004408,-81.0397851272,,#FFF00
33.9710239556,-81.040210763,,#FFF00
33.9715180563,-81.0407215259,,#FFF00
33.9718709854,-81.0411045981,,#FFF00
33.9724003789,-81.0416579247,,#FFF00
33.9728591867,-81.0420835604,,#FFF00
33.9733885803,-81.0424666327,,#FFF00
33.9740591455,-81.0430625228,,#FFF00
33.974623832,-81.043445595,,#FFF00
33.9752591043,-81.0439989215,,#FFF00
