(34.03929538181818, -81.23674422535211)
(34.03929538181818, -81.23674422535211)
(34.039356448484845, -81.23674422535211)
(34.03941751515151, -81.23674422535211)
(34.03947858181818, -81.23674422535211)
(34.03953964848485, -81.23674422535211)
(34.039600715151515, -81.23674422535211)
(34.03966178181818, -81.23674422535211)
(34.03972284848485, -81.23674422535211)
(34.03978391515152, -81.23674422535211)
(34.03984498181818, -81.23674422535211)
(34.039906048484845, -81.23674422535211)
(34.03996711515151, -81.23674422535211)
(34.04002818181818, -81.23674422535211)
(34.04008924848485, -81.23674422535211)
(34.040150315151514, -81.23674422535211)
(34.04021138181818, -81.23674422535211)
(34.04027244848485, -81.23674422535211)
(34.04033351515152, -81.23674422535211)
(34.040394581818184, -81.23674422535211)
(34.04045564848485, -81.23674422535211)
(34.04051671515151, -81.23674422535211)
(34.04057223030303, -81.23674422535211)
(34.04057223030303, -81.23663049295774)
(34.04057223030303, -81.23663049295774)
(34.04051116363636, -81.23663049295774)
(34.0404500969697, -81.23663049295774)
(34.04038903030303, -81.23663049295774)
(34.040327963636365, -81.23663049295774)
(34.0402668969697, -81.23663049295774)
(34.04020583030303, -81.23663049295774)
(34.04014476363636, -81.23663049295774)
(34.040083696969695, -81.23663049295774)
(34.04002263030303, -81.23663049295774)
(34.03996156363636, -81.23663049295774)
(34.03990049696969, -81.23663049295774)
(34.039839430303026, -81.23663049295774)
(34.039778363636366, -81.23663049295774)
(34.0397172969697, -81.23663049295774)
(34.03965623030303, -81.23663049295774)
(34.03959516363636, -81.23663049295774)
(34.039534096969696, -81.23663049295774)
(34.03947303030303, -81.23663049295774)
(34.03941196363636, -81.23663049295774)
(34.039350896969694, -81.23663049295774)
(34.03929538181818, -81.23663049295774)
(34.03929538181818, -81.23651676056338)
(34.03929538181818, -81.23651676056338)
(34.039356448484845, -81.23651676056338)
(34.03941751515151, -81.23651676056338)
(34.03947858181818, -81.23651676056338)
(34.03953964848485, -81.23651676056338)
(34.039600715151515, -81.23651676056338)
(34.03966178181818, -81.23651676056338)
(34.03972284848485, -81.23651676056338)
(34.03978391515152, -81.23651676056338)
(34.03984498181818, -81.23651676056338)
(34.039906048484845, -81.23651676056338)
(34.03996711515151, -81.23651676056338)
(34.04002818181818, -81.23651676056338)
(34.04008924848485, -81.23651676056338)
(34.040150315151514, -81.23651676056338)
(34.04021138181818, -81.23651676056338)
(34.04027244848485, -81.23651676056338)
(34.04033351515152, -81.23651676056338)
(34.040394581818184, -81.23651676056338)
(34.04045564848485, -81.23651676056338)
(34.04051671515151, -81.23651676056338)
(34.04057223030303, -81.23651676056338)
(34.04057223030303, -81.23640302816902)
(34.04057223030303, -81.23640302816902)
(34.04051116363636, -81.23640302816902)
(34.0404500969697, -81.23640302816902)
(34.04038903030303, -81.23640302816902)
(34.040327963636365, -81.23640302816902)
(34.0402668969697, -81.23640302816902)
(34.04020583030303, -81.23640302816902)
(34.04014476363636, -81.23640302816902)
(34.040083696969695, -81.23640302816902)
(34.04002263030303, -81.23640302816902)
(34.03996156363636, -81.23640302816902)
(34.03990049696969, -81.23640302816902)
(34.039839430303026, -81.23640302816902)
(34.039778363636366, -81.23640302816902)
(34.0397172969697, -81.23640302816902)
(34.03965623030303, -81.23640302816902)
(34.03959516363636, -81.23640302816902)
(34.039534096969696, -81.23640302816902)
(34.03947303030303, -81.23640302816902)
(34.03941196363636, -81.23640302816902)
(34.039350896969694, -81.23640302816902)
(34.03929538181818, -81.23640302816902)
(34.03929538181818, -81.23628929577465)
(34.03929538181818, -81.23628929577465)
(34.039356448484845, -81.23628929577465)
(34.03941751515151, -81.23628929577465)
(34.03947858181818, -81.23628929577465)
(34.03953964848485, -81.23628929577465)
(34.039600715151515, -81.23628929577465)
(34.03966178181818, -81.23628929577465)
(34.03972284848485, -81.23628929577465)
(34.03978391515152, -81.23628929577465)
(34.03984498181818, -81.23628929577465)
(34.039906048484845, -81.23628929577465)
(34.03996711515151, -81.23628929577465)
(34.04002818181818, -81.23628929577465)
(34.04008924848485, -81.23628929577465)
(34.040150315151514, -81.23628929577465)
(34.04021138181818, -81.23628929577465)
(34.04027244848485, -81.23628929577465)
(34.04033351515152, -81.23628929577465)
(34.040394581818184, -81.23628929577465)
(34.04045564848485, -81.23628929577465)
(34.04051671515151, -81.23628929577465)
(34.04057223030303, -81.23628929577465)
(34.04057223030303, -81.23617556338029)
(34.04057223030303, -81.23617556338029)
(34.04051116363636, -81.23617556338029)
(34.0404500969697, -81.23617556338029)
(34.04038903030303, -81.23617556338029)
(34.040327963636365, -81.23617556338029)
(34.0402668969697, -81.23617556338029)
(34.04020583030303, -81.23617556338029)
(34.04014476363636, -81.23617556338029)
(34.040083696969695, -81.23617556338029)
(34.04002263030303, -81.23617556338029)
(34.03996156363636, -81.23617556338029)
(34.03990049696969, -81.23617556338029)
(34.039839430303026, -81.23617556338029)
(34.039778363636366, -81.23617556338029)
(34.0397172969697, -81.23617556338029)
(34.03965623030303, -81.23617556338029)
(34.03959516363636, -81.23617556338029)
(34.039534096969696, -81.23617556338029)
(34.03947303030303, -81.23617556338029)
(34.03941196363636, -81.23617556338029)
(34.039350896969694, -81.23617556338029)
(34.03929538181818, -81.23617556338029)
(34.03929538181818, -81.23606183098592)
(34.03929538181818, -81.23606183098592)
(34.039356448484845, -81.23606183098592)
(34.03941751515151, -81.23606183098592)
(34.03947858181818, -81.23606183098592)
(34.03953964848485, -81.23606183098592)
(34.039600715151515, -81.23606183098592)
(34.03966178181818, -81.23606183098592)
(34.03972284848485, -81.23606183098592)
(34.03978391515152, -81.23606183098592)
(34.03984498181818, -81.23606183098592)
(34.039906048484845, -81.23606183098592)
(34.03996711515151, -81.23606183098592)
(34.04002818181818, -81.23606183098592)
(34.04008924848485, -81.23606183098592)
(34.040150315151514, -81.23606183098592)
(34.04021138181818, -81.23606183098592)
(34.04027244848485, -81.23606183098592)
(34.04033351515152, -81.23606183098592)
(34.040394581818184, -81.23606183098592)
(34.04045564848485, -81.23606183098592)
(34.04051671515151, -81.23606183098592)
(34.04057223030303, -81.23606183098592)
(34.04057223030303, -81.23594809859155)
(34.04057223030303, -81.23594809859155)
(34.04051116363636, -81.23594809859155)
(34.0404500969697, -81.23594809859155)
(34.04038903030303, -81.23594809859155)
(34.040327963636365, -81.23594809859155)
(34.0402668969697, -81.23594809859155)
(34.04020583030303, -81.23594809859155)
(34.04014476363636, -81.23594809859155)
(34.040083696969695, -81.23594809859155)
(34.04002263030303, -81.23594809859155)
(34.03996156363636, -81.23594809859155)
(34.03990049696969, -81.23594809859155)
(34.039839430303026, -81.23594809859155)
(34.039778363636366, -81.23594809859155)
(34.0397172969697, -81.23594809859155)
(34.03965623030303, -81.23594809859155)
(34.03959516363636, -81.23594809859155)
(34.039534096969696, -81.23594809859155)
(34.03947303030303, -81.23594809859155)
(34.03941196363636, -81.23594809859155)
(34.039350896969694, -81.23594809859155)
(34.03929538181818, -81.23594809859155)
(34.03929538181818, -81.23583436619718)
(34.03929538181818, -81.23583436619718)
(34.039356448484845, -81.23583436619718)
(34.03941751515151, -81.23583436619718)
(34.03947858181818, -81.23583436619718)
(34.03953964848485, -81.23583436619718)
(34.039600715151515, -81.23583436619718)
(34.03966178181818, -81.23583436619718)
(34.03972284848485, -81.23583436619718)
(34.03978391515152, -81.23583436619718)
(34.03984498181818, -81.23583436619718)
(34.039906048484845, -81.23583436619718)
(34.03996711515151, -81.23583436619718)
(34.04002818181818, -81.23583436619718)
(34.04008924848485, -81.23583436619718)
(34.040150315151514, -81.23583436619718)
(34.04021138181818, -81.23583436619718)
(34.04027244848485, -81.23583436619718)
(34.04033351515152, -81.23583436619718)
(34.040394581818184, -81.23583436619718)
(34.04045564848485, -81.23583436619718)
(34.04051671515151, -81.23583436619718)
(34.04057223030303, -81.23583436619718)
(34.04057223030303, -81.23572063380281)
(34.04057223030303, -81.23572063380281)
(34.04051116363636, -81.23572063380281)
(34.0404500969697, -81.23572063380281)
(34.04038903030303, -81.23572063380281)
(34.040327963636365, -81.23572063380281)
(34.0402668969697, -81.23572063380281)
(34.04020583030303, -81.23572063380281)
(34.04014476363636, -81.23572063380281)
(34.040083696969695, -81.23572063380281)
(34.04002263030303, -81.23572063380281)
(34.03996156363636, -81.23572063380281)
(34.03990049696969, -81.23572063380281)
(34.039839430303026, -81.23572063380281)
(34.039778363636366, -81.23572063380281)
(34.0397172969697, -81.23572063380281)
(34.03965623030303, -81.23572063380281)
(34.03959516363636, -81.23572063380281)
(34.039534096969696, -81.23572063380281)
(34.03947303030303, -81.23572063380281)
(34.03941196363636, -81.23572063380281)
(34.039350896969694, -81.23572063380281)
(34.03929538181818, -81.23572063380281)
(34.03929538181818, -81.23560690140846)
(34.03929538181818, -81.23560690140846)
(34.039356448484845, -81.23560690140846)
(34.03941751515151, -81.23560690140846)
(34.03947858181818, -81.23560690140846)
(34.03953964848485, -81.23560690140846)
(34.039600715151515, -81.23560690140846)
(34.03966178181818, -81.23560690140846)
(34.03972284848485, -81.23560690140846)
(34.03978391515152, -81.23560690140846)
(34.03984498181818, -81.23560690140846)
(34.039906048484845, -81.23560690140846)
(34.03996711515151, -81.23560690140846)
(34.04002818181818, -81.23560690140846)
(34.04008924848485, -81.23560690140846)
(34.040150315151514, -81.23560690140846)
(34.04021138181818, -81.23560690140846)
(34.04027244848485, -81.23560690140846)
(34.04033351515152, -81.23560690140846)
(34.040394581818184, -81.23560690140846)
(34.04045564848485, -81.23560690140846)
(34.04051671515151, -81.23560690140846)
(34.04057223030303, -81.23560690140846)
(34.04057223030303, -81.23549316901409)
(34.04057223030303, -81.23549316901409)
(34.04051116363636, -81.23549316901409)
(34.0404500969697, -81.23549316901409)
(34.04038903030303, -81.23549316901409)
(34.040327963636365, -81.23549316901409)
(34.0402668969697, -81.23549316901409)
(34.04020583030303, -81.23549316901409)
(34.04014476363636, -81.23549316901409)
(34.040083696969695, -81.23549316901409)
(34.04002263030303, -81.23549316901409)
(34.03996156363636, -81.23549316901409)
(34.03990049696969, -81.23549316901409)
(34.039839430303026, -81.23549316901409)
(34.039778363636366, -81.23549316901409)
(34.0397172969697, -81.23549316901409)
(34.03965623030303, -81.23549316901409)
(34.03959516363636, -81.23549316901409)
(34.039534096969696, -81.23549316901409)
(34.03947303030303, -81.23549316901409)
(34.03941196363636, -81.23549316901409)
(34.039350896969694, -81.23549316901409)
(34.03929538181818, -81.23549316901409)
(34.03929538181818, -81.23537943661972)
(34.03929538181818, -81.23537943661972)
(34.039356448484845, -81.23537943661972)
(34.03941751515151, -81.23537943661972)
(34.03947858181818, -81.23537943661972)
(34.03953964848485, -81.23537943661972)
(34.039600715151515, -81.23537943661972)
(34.03966178181818, -81.23537943661972)
(34.03972284848485, -81.23537943661972)
(34.03978391515152, -81.23537943661972)
(34.03984498181818, -81.23537943661972)
(34.039906048484845, -81.23537943661972)
(34.03996711515151, -81.23537943661972)
(34.04002818181818, -81.23537943661972)
(34.04008924848485, -81.23537943661972)
(34.040150315151514, -81.23537943661972)
(34.04021138181818, -81.23537943661972)
(34.04027244848485, -81.23537943661972)
(34.04033351515152, -81.23537943661972)
(34.040394581818184, -81.23537943661972)
(34.04045564848485, -81.23537943661972)
(34.04051671515151, -81.23537943661972)
(34.04057223030303, -81.23537943661972)
(34.04057223030303, -81.23526570422536)
(34.04057223030303, -81.23526570422536)
(34.04051116363636, -81.23526570422536)
(34.0404500969697, -81.23526570422536)
(34.04038903030303, -81.23526570422536)
(34.040327963636365, -81.23526570422536)
(34.0402668969697, -81.23526570422536)
(34.04020583030303, -81.23526570422536)
(34.04014476363636, -81.23526570422536)
(34.040083696969695, -81.23526570422536)
(34.04002263030303, -81.23526570422536)
(34.03996156363636, -81.23526570422536)
(34.03990049696969, -81.23526570422536)
(34.039839430303026, -81.23526570422536)
(34.039778363636366, -81.23526570422536)
(34.0397172969697, -81.23526570422536)
(34.03965623030303, -81.23526570422536)
(34.03959516363636, -81.23526570422536)
(34.039534096969696, -81.23526570422536)
(34.03947303030303, -81.23526570422536)
(34.03941196363636, -81.23526570422536)
(34.039350896969694, -81.23526570422536)
(34.03929538181818, -81.23526570422536)
