(34.039972666666664, -81.2358811971831)
(34.039939357575754, -81.23590795774648)
(34.0399338060606, -81.23596147887324)
(34.03996711515151, -81.23598823943662)
(34.039972666666664, -81.23598823943662)
(34.040017078787876, -81.23598154929577)
(34.040050387878786, -81.2359414084507)
(34.04006149090909, -81.23589457746479)
(34.04005593939394, -81.23584105633803)
(34.04003373333333, -81.23580091549296)
(34.03999487272727, -81.23578084507042)
(34.039972666666664, -81.23577415492959)
(34.0399338060606, -81.23578753521127)
(34.03989494545454, -81.23580760563381)
(34.039867187878784, -81.23584774647888)
(34.03984498181818, -81.23589457746479)
(34.03984498181818, -81.23594809859155)
(34.03985053333333, -81.23600161971831)
(34.039872739393935, -81.23604176056338)
(34.039906048484845, -81.2360752112676)
(34.03995046060606, -81.23609528169014)
(34.039972666666664, -81.23609528169014)
(34.040017078787876, -81.23609528169014)
(34.04006149090909, -81.2360752112676)
(34.0400948, -81.23604176056338)
(34.040122557575756, -81.23600161971831)
(34.04014476363636, -81.2359547887324)
(34.040150315151514, -81.23590795774648)
(34.040150315151514, -81.23585443661972)
(34.04013921212121, -81.23580091549296)
(34.040117006060605, -81.23575408450705)
(34.04008924848485, -81.23572063380281)
(34.040050387878786, -81.23569387323944)
(34.040011527272725, -81.2356738028169)
(34.039972666666664, -81.23566711267605)
(34.0399338060606, -81.2356738028169)
(34.03988939393939, -81.23569387323944)
(34.03985053333333, -81.23571394366198)
(34.03981722424243, -81.2357473943662)
(34.03978946666667, -81.23578753521127)
(34.039772812121214, -81.23583436619718)
(34.03975615757576, -81.23588788732394)
(34.03975060606061, -81.23593471830986)
(34.03975615757576, -81.23598823943662)
(34.039772812121214, -81.23604176056338)
(34.03978946666667, -81.2360885915493)
(34.03981722424243, -81.23612873239436)
(34.03985053333333, -81.2361621830986)
(34.03988939393939, -81.23618225352112)
(34.0399338060606, -81.23620232394366)
(34.039972666666664, -81.23620232394366)
(34.040017078787876, -81.23620232394366)
(34.04006149090909, -81.23618894366197)
(34.04010035151515, -81.23616887323944)
(34.04013921212121, -81.23614211267606)
(34.04017252121212, -81.23610197183099)
(34.04019472727273, -81.23606183098592)
(34.04021693333333, -81.23601500000001)
(34.04023358787879, -81.23596816901409)
(34.04023913939394, -81.23591464788733)
(34.04023913939394, -81.23586112676057)
(34.04023358787879, -81.23581429577465)
(34.040222484848485, -81.23576077464789)
(34.04020027878788, -81.23571394366198)
(34.04017807272727, -81.2356738028169)
(34.04014476363636, -81.23563366197183)
