(34.03023965376782, -81.23436452261306)
(34.03046124236253, -81.23441788944724)
(34.03068283095723, -81.23444457286432)
(34.03090441955194, -81.2344979396985)
(34.03112600814664, -81.23452462311558)
(34.03134759674135, -81.23455130653267)
(34.031569185336046, -81.23460467336683)
(34.03179077393075, -81.23463135678392)
(34.03201236252546, -81.23468472361809)
(34.03223395112016, -81.23471140703518)
(34.03245553971487, -81.23473809045227)
(34.0326549694501, -81.23479145728643)
(34.032876558044805, -81.23481814070352)
(34.03309814663951, -81.23487150753769)
(34.033319735234215, -81.23489819095478)
(34.03354132382892, -81.23492487437186)
(34.033762912423626, -81.23497824120604)
(34.03398450101833, -81.23500492462311)
(34.034206089613036, -81.23505829145729)
(34.03442767820774, -81.23508497487437)
(34.03464926680245, -81.23511165829146)
(34.03484869653768, -81.23516502512564)
(34.035070285132385, -81.23519170854271)
(34.03529187372709, -81.2352450753769)
(34.035513462321795, -81.23527175879397)
(34.0357350509165, -81.23529844221106)
(34.035956639511205, -81.23535180904523)
(34.03617822810591, -81.23537849246232)
(34.03639981670061, -81.23540517587941)
(34.036621405295314, -81.23545854271357)
(34.03684299389002, -81.23548522613066)
(34.03704242362526, -81.23553859296483)
(34.03726401221996, -81.23556527638192)
(34.03748560081466, -81.235591959799)
(34.03770718940937, -81.23564532663318)
(34.03792877800407, -81.23567201005025)
(34.03815036659878, -81.23572537688443)
(34.03837195519348, -81.23575206030151)
(34.03859354378819, -81.2357787437186)
(34.038815132382894, -81.23583211055276)
(34.0390367209776, -81.23585879396985)
(34.039258309572304, -81.23591216080402)
(34.03945773930754, -81.23593884422111)
(34.03967932790224, -81.2359655276382)
(34.03990091649695, -81.23601889447237)
