latitude,longitude,name,color
33.9664044,-81.0377491,,#FFF00
33.9664162,-81.03777120000002,,#FFF00
33.96642420000001,-81.0377864,,#FFF00
33.9664359,-81.0378074,,#FFF00
33.9664483,-81.0378307,,#FFF00
33.9664563,-81.0378453,,#FFF00
33.9664689,-81.0378681,,#FFF00
33.96647960000001,-81.03788890000001,,#FFF00
33.966491600000005,-81.03791290000002,,#FFF00
33.9664995,-81.037927,,#FFF00
33.9665099,-81.0379473,,#FFF00
33.966520700000004,-81.03796740000001,,#FFF00
33.9665287,-81.0379824,,#FFF00
33.9665406,-81.03800629999998,,#FFF00
33.9665541,-81.03803020000002,,#FFF00
33.96656220000001,-81.0380438,,#FFF00
33.966573,-81.0380635,,#FFF00
33.9665835,-81.0380828,,#FFF00
33.9665949,-81.0380936,,#FFF00
33.9666094,-81.038099,,#FFF00
33.966629,-81.03810440000002,,#FFF00
33.9666422,-81.038105,,#FFF00
33.9666613,-81.03810279999998,,#FFF00
33.9666838,-81.03809559999998,,#FFF00
33.9666948,-81.0380892,,#FFF00
33.96671729999999,-81.0380755,,#FFF00
33.9667398,-81.0380628,,#FFF00
33.9667541,-81.03805559999998,,#FFF00
33.9667741,-81.0380445,,#FFF00
33.9667963,-81.0380303,,#FFF00
33.9668161,-81.03801800000002,,#FFF00
33.9668304,-81.0380103,,#FFF00
33.966854100000006,-81.0379986,,#FFF00
33.9668745,-81.0379883,,#FFF00
33.9668888,-81.0379809,,#FFF00
33.9669121,-81.0379697,,#FFF00
33.9669323,-81.0379597,,#FFF00
33.9669468,-81.0379535,,#FFF00
33.966969899999995,-81.037943,,#FFF00
33.96699,-81.0379323,,#FFF00
33.967004100000004,-81.0379253,,#FFF00
33.967027200000004,-81.0379146,,#FFF00
33.9670474,-81.0379042,,#FFF00
33.9670616,-81.0378971,,#FFF00
33.9670846,-81.0378855,,#FFF00
33.9671038,-81.0378748,,#FFF00
33.96712670000001,-81.0378643,,#FFF00
33.9671411,-81.037858,,#FFF00
33.9671607,-81.0378478,,#FFF00
33.9671842,-81.0378364,,#FFF00
33.9671988,-81.0378299,,#FFF00
33.967219,-81.0378191,,#FFF00
33.9672421,-81.0378071,,#FFF00
33.96725670000001,-81.03780040000002,,#FFF00
33.96727620000001,-81.03779140000002,,#FFF00
33.967298,-81.0377797,,#FFF00
33.9673119,-81.0377727,,#FFF00
33.9673313,-81.0377639,,#FFF00
33.9673534,-81.03775329999998,,#FFF00
33.967367700000004,-81.0377462,,#FFF00
33.9673869,-81.03773670000002,,#FFF00
33.967409499999995,-81.03772579999998,,#FFF00
33.9674234,-81.0377188,,#FFF00
33.9674425,-81.03770870000002,,#FFF00
33.967465399999995,-81.0376985,,#FFF00
33.9674766,-81.0376933,,#FFF00
33.967498799999994,-81.03768170000002,,#FFF00
33.967521500000004,-81.03766999999998,,#FFF00
33.9675414,-81.0376608,,#FFF00
33.967555700000005,-81.037654,,#FFF00
33.9675784,-81.0376421,,#FFF00
33.9675979,-81.0376318,,#FFF00
33.967612,-81.0376251,,#FFF00
33.9676343,-81.0376151,,#FFF00
33.9676542,-81.0376058,,#FFF00
33.9676677,-81.03759840000002,,#FFF00
33.9676902,-81.03758559999999,,#FFF00
33.967710100000005,-81.0375761,,#FFF00
33.96772429999999,-81.0375693,,#FFF00
33.9677461,-81.03755770000002,,#FFF00
33.967765,-81.0375487,,#FFF00
33.967787200000004,-81.037538,,#FFF00
33.9678011,-81.0375308,,#FFF00
33.9678201,-81.0375217,,#FFF00
33.9678419,-81.0375118,,#FFF00
33.9678554,-81.03750579999998,,#FFF00
33.967874,-81.0374965,,#FFF00
33.967892600000006,-81.0374979,,#FFF00
33.967900799999995,-81.03750550000002,,#FFF00
33.967907399999994,-81.03752,,#FFF00
33.9679118,-81.03754079999999,,#FFF00
33.9679148,-81.0375667,,#FFF00
33.9679175,-81.03758470000002,,#FFF00
33.967923600000006,-81.0376119,,#FFF00
33.967928,-81.03763740000002,,#FFF00
33.967930100000004,-81.0376575,,#FFF00
33.9679328,-81.0376887,,#FFF00
33.9679344,-81.0377165,,#FFF00
33.9679347,-81.0377355,,#FFF00
33.967935600000004,-81.0377647,,#FFF00
33.96793710000001,-81.0377903,,#FFF00
33.9679389,-81.0378193,,#FFF00
33.9679401,-81.0378375,,#FFF00
33.967943,-81.0378634,,#FFF00
33.967946500000004,-81.037892,,#FFF00
33.9679481,-81.0379105,,#FFF00
33.9679503,-81.03793540000002,,#FFF00
33.967953,-81.0379636,,#FFF00
33.96795520000001,-81.0379827,,#FFF00
33.9679591,-81.0380087,,#FFF00
